fy.year,age_range_description,ageWise_salary_percentile,AverageWage
2014-15,70 and over,67,31920.95
2014-15,70 and over,68,32845.95
2014-15,70 and over,69,33868.95
2014-15,70 and over,70,34998.29
2014-15,70 and over,71,36235.7
2014-15,70 and over,72,37384.8
2014-15,70 and over,73,38692.6
2014-15,70 and over,74,39820.67
2014-15,70 and over,75,41049.2
2014-15,70 and over,76,42265.8
2014-15,70 and over,77,43831.62
2014-15,70 and over,78,45509
2014-15,70 and over,79,47427.5
2014-15,70 and over,80,49367.5
2014-15,70 and over,81,51781.81
2014-15,70 and over,82,53437.05
2014-15,70 and over,83,55030.4
2014-15,70 and over,84,56745.85
2014-15,70 and over,85,58851.57
2014-15,70 and over,86,62053.95
2014-15,70 and over,87,64662.35
2014-15,70 and over,88,67645
2014-15,70 and over,89,70872.57
2014-15,70 and over,90,73452
2014-15,70 and over,91,76554.65
2014-15,70 and over,92,79726.15
2014-15,70 and over,93,84009.67
2014-15,70 and over,94,89709.5
2014-15,70 and over,95,97374.35
2014-15,70 and over,96,105482.9
2014-15,70 and over,97,117125.76
2014-15,70 and over,98,145467
2014-15,70 and over,99,186702.65
2014-15,70 and over,100,400962.9
2013-14,under 20,1,362.94
2013-14,under 20,2,514
2013-14,under 20,3,524.83
2013-14,under 20,4,1032.84
2013-14,under 20,5,1327.29
2013-14,under 20,6,1584.05
2013-14,under 20,7,1799.29
2013-14,under 20,8,2054.79
2013-14,under 20,9,2367.04
2013-14,under 20,10,2641.08
2013-14,under 20,11,2914.81
2013-14,under 20,12,3164.99
2013-14,under 20,13,3447.58
2013-14,under 20,14,3698.42
2013-14,under 20,15,3915.72
2013-14,under 20,16,4143.78
2013-14,under 20,17,4380.96
2013-14,under 20,18,4646.35
2013-14,under 20,19,4900.03
2013-14,under 20,20,5152.64
2013-14,under 20,21,5383.12
2013-14,under 20,22,5586.19
2013-14,under 20,23,5815.42
2013-14,under 20,24,6051.29
2013-14,under 20,25,6279.83
2013-14,under 20,26,6516.64
2013-14,under 20,27,6755.09
2013-14,under 20,28,6964.68
2013-14,under 20,29,7193.65
2013-14,under 20,30,7440.07
2013-14,under 20,31,7647.91
2013-14,under 20,32,7862.21
2013-14,under 20,33,8110.57
2013-14,under 20,34,8324.95
2013-14,under 20,35,8530.21
2013-14,under 20,36,8766.65
2013-14,under 20,37,9005.83
2013-14,under 20,38,9256.57
2013-14,under 20,39,9557.92
2013-14,under 20,40,9856.87
2013-14,under 20,41,10112.42
2013-14,under 20,42,10392.1
2013-14,under 20,43,10642.88
2013-14,under 20,44,10882.99
2013-14,under 20,45,11167.74
2013-14,under 20,46,11479.68
2013-14,under 20,47,11760.45
2013-14,under 20,48,12073.6
2013-14,under 20,49,12359.39
2013-14,under 20,50,12677.58
2013-14,under 20,51,12982.95
2013-14,under 20,52,13296.64
2013-14,under 20,53,13578.71
2013-14,under 20,54,13889.57
2013-14,under 20,55,14217.72
2013-14,under 20,56,14495.68
2013-14,under 20,57,14768.3
2013-14,under 20,58,15072.88
2013-14,under 20,59,15396.42
2013-14,under 20,60,15739.21
2013-14,under 20,61,16054.81
2013-14,under 20,62,16389.05
2013-14,under 20,63,16710.83
2013-14,under 20,64,17052.74
2013-14,under 20,65,17366.84
2013-14,under 20,66,17683.99
2013-14,under 20,67,18057.19
2013-14,under 20,68,18406.82
2013-14,under 20,69,18710.38
2013-14,under 20,70,19052.21
2013-14,under 20,71,19422.53
2013-14,under 20,72,19876.48
2013-14,under 20,73,20292.08
2013-14,under 20,74,20713.36
2013-14,under 20,75,21092.41
2013-14,under 20,76,21508.23
2013-14,under 20,77,21985.17
2013-14,under 20,78,22456.22
2013-14,under 20,79,22992.57
2013-14,under 20,80,23537.55
2013-14,under 20,81,24104.01
2013-14,under 20,82,24681.44
2013-14,under 20,83,25292.49
2013-14,under 20,84,25901.78
2013-14,under 20,85,26551.86
2013-14,under 20,86,27420.34
2013-14,under 20,87,28274.61
2013-14,under 20,88,29117.95
2013-14,under 20,89,30044.27
2013-14,under 20,90,31067.17
2013-14,under 20,91,32288.75
2013-14,under 20,92,33380.9
2013-14,under 20,93,34449.66
2013-14,under 20,94,35721.62
2013-14,under 20,95,37362.43
2013-14,under 20,96,39570.71
2013-14,under 20,97,42158.65
2013-14,under 20,98,45271.96
2013-14,under 20,99,51062.34
2013-14,under 20,100,73588.86
2013-14,20 to 24,1,526.44
2013-14,20 to 24,2,1426.27
2013-14,20 to 24,3,2178.74
2013-14,20 to 24,4,2925.74
2013-14,20 to 24,5,3566.93
2013-14,20 to 24,6,4229.57
2013-14,20 to 24,7,4852.52
2013-14,20 to 24,8,5439.78
2013-14,20 to 24,9,6066.82
2013-14,20 to 24,10,6695.36
2013-14,20 to 24,11,7316.93
2013-14,20 to 24,12,7925.16
2013-14,20 to 24,13,8529.38
2013-14,20 to 24,14,9116.74
2013-14,20 to 24,15,9654.09
2013-14,20 to 24,16,10207.56
2013-14,20 to 24,17,10721.53
2013-14,20 to 24,18,11201.95
2013-14,20 to 24,19,11728.37
2013-14,20 to 24,20,12280.58
2013-14,20 to 24,21,12796.08
2013-14,20 to 24,22,13335.5
2013-14,20 to 24,23,13873.93
2013-14,20 to 24,24,14413.8
2013-14,20 to 24,25,14954.83
2013-14,20 to 24,26,15481.52
2013-14,20 to 24,27,15987.35
2013-14,20 to 24,28,16477.21
2013-14,20 to 24,29,16989.85
2013-14,20 to 24,30,17485.88
2013-14,20 to 24,31,18015.67
2013-14,20 to 24,32,18575.08
2013-14,20 to 24,33,19072.18
2013-14,20 to 24,34,19602.21
2013-14,20 to 24,35,20150.03
2013-14,20 to 24,36,20696.51
2013-14,20 to 24,37,21211.35
2013-14,20 to 24,38,21748.19
2013-14,20 to 24,39,22258.5
2013-14,20 to 24,40,22792.42
2013-14,20 to 24,41,23297.75
2013-14,20 to 24,42,23777.14
2013-14,20 to 24,43,24324.95
2013-14,20 to 24,44,24872.98
2013-14,20 to 24,45,25405.05
2013-14,20 to 24,46,25919.95
2013-14,20 to 24,47,26482.94
2013-14,20 to 24,48,27062.69
2013-14,20 to 24,49,27684.66
2013-14,20 to 24,50,28323.19
2013-14,20 to 24,51,28924.52
2013-14,20 to 24,52,29474.82
2013-14,20 to 24,53,30038.54
2013-14,20 to 24,54,30635.34
2013-14,20 to 24,55,31228.28
2013-14,20 to 24,56,31787.78
2013-14,20 to 24,57,32331
2013-14,20 to 24,58,32928.62
2013-14,20 to 24,59,33525.65
2013-14,20 to 24,60,34105.24
2013-14,20 to 24,61,34751.38
2013-14,20 to 24,62,35364.74
2013-14,20 to 24,63,35914.65
2013-14,20 to 24,64,36488.91
2013-14,20 to 24,65,37053.4
2013-14,20 to 24,66,37618.15
2013-14,20 to 24,67,38212.45
2013-14,20 to 24,68,38787.21
2013-14,20 to 24,69,39393.04
2013-14,20 to 24,70,39992.82
2013-14,20 to 24,71,40648.44
2013-14,20 to 24,72,41273.97
2013-14,20 to 24,73,41919.6
2013-14,20 to 24,74,42536.27
2013-14,20 to 24,75,43156.26
2013-14,20 to 24,76,43869.31
2013-14,20 to 24,77,44584
2013-14,20 to 24,78,45290.97
2013-14,20 to 24,79,46008.66
2013-14,20 to 24,80,46790.69
2013-14,20 to 24,81,47668.59
2013-14,20 to 24,82,48547.54
2013-14,20 to 24,83,49444.07
2013-14,20 to 24,84,50337.58
2013-14,20 to 24,85,51303.27
2013-14,20 to 24,86,52464.48
2013-14,20 to 24,87,53699.36
2013-14,20 to 24,88,54950.43
2013-14,20 to 24,89,56343.66
2013-14,20 to 24,90,57808.19
2013-14,20 to 24,91,59418.91
2013-14,20 to 24,92,61328.38
2013-14,20 to 24,93,63589.49
2013-14,20 to 24,94,66011.28
2013-14,20 to 24,95,69062.29
2013-14,20 to 24,96,72824.79
2013-14,20 to 24,97,77627.03
2013-14,20 to 24,98,84705.71
2013-14,20 to 24,99,98208.12
2013-14,20 to 24,100,139406.11
2013-14,25 to 29,1,718.71
2013-14,25 to 29,2,1924.06
2013-14,25 to 29,3,3080.33
2013-14,25 to 29,4,4101.55
2013-14,25 to 29,5,5121.34
2013-14,25 to 29,6,6198.25
2013-14,25 to 29,7,7233.62
2013-14,25 to 29,8,8313.78
2013-14,25 to 29,9,9344.81
2013-14,25 to 29,10,10299.94
2013-14,25 to 29,11,11391.37
2013-14,25 to 29,12,12420.23
2013-14,25 to 29,13,13459
2013-14,25 to 29,14,14439.6
2013-14,25 to 29,15,15356.25
2013-14,25 to 29,16,16297.3
2013-14,25 to 29,17,17212.68
2013-14,25 to 29,18,18098.64
2013-14,25 to 29,19,19040.91
2013-14,25 to 29,20,19970.01
2013-14,25 to 29,21,20923.92
2013-14,25 to 29,22,21958.26
2013-14,25 to 29,23,22932.1
2013-14,25 to 29,24,23847.53
2013-14,25 to 29,25,24869.69
2013-14,25 to 29,26,25794.58
2013-14,25 to 29,27,26735.3
2013-14,25 to 29,28,27644.57
2013-14,25 to 29,29,28517.02
2013-14,25 to 29,30,29495.18
2013-14,25 to 29,31,30466.01
2013-14,25 to 29,32,31400.51
2013-14,25 to 29,33,32267.08
2013-14,25 to 29,34,33163.35
2013-14,25 to 29,35,34103.35
2013-14,25 to 29,36,34927.19
2013-14,25 to 29,37,35727.7
2013-14,25 to 29,38,36461.78
2013-14,25 to 29,39,37177.16
2013-14,25 to 29,40,37966.56
2013-14,25 to 29,41,38746.19
2013-14,25 to 29,42,39481.6
2013-14,25 to 29,43,40221.88
2013-14,25 to 29,44,40901.1
2013-14,25 to 29,45,41579.29
2013-14,25 to 29,46,42266.74
2013-14,25 to 29,47,42994.2
2013-14,25 to 29,48,43694.89
2013-14,25 to 29,49,44365.73
2013-14,25 to 29,50,45072.28
2013-14,25 to 29,51,45813.1
2013-14,25 to 29,52,46510.17
2013-14,25 to 29,53,47184.19
2013-14,25 to 29,54,47802.04
2013-14,25 to 29,55,48464.99
2013-14,25 to 29,56,49131.8
2013-14,25 to 29,57,49776.58
2013-14,25 to 29,58,50442.79
2013-14,25 to 29,59,51102.53
2013-14,25 to 29,60,51792.82
2013-14,25 to 29,61,52513.68
2013-14,25 to 29,62,53304.86
2013-14,25 to 29,63,54028.88
2013-14,25 to 29,64,54782.59
2013-14,25 to 29,65,55573.21
2013-14,25 to 29,66,56324.19
2013-14,25 to 29,67,57096.12
2013-14,25 to 29,68,57919.36
2013-14,25 to 29,69,58887.17
2013-14,25 to 29,70,59828.64
2013-14,25 to 29,71,60701.87
2013-14,25 to 29,72,61604.02
2013-14,25 to 29,73,62569.37
2013-14,25 to 29,74,63473.74
2013-14,25 to 29,75,64488.65
2013-14,25 to 29,76,65445.55
2013-14,25 to 29,77,66476.57
2013-14,25 to 29,78,67548.36
2013-14,25 to 29,79,68565.86
2013-14,25 to 29,80,69606.78
2013-14,25 to 29,81,70784.93
2013-14,25 to 29,82,72078.77
2013-14,25 to 29,83,73410.57
2013-14,25 to 29,84,74665.06
2013-14,25 to 29,85,76129.34
2013-14,25 to 29,86,77624.54
2013-14,25 to 29,87,79319.49
2013-14,25 to 29,88,81011.55
2013-14,25 to 29,89,82934.39
2013-14,25 to 29,90,85020.51
2013-14,25 to 29,91,87445.84
2013-14,25 to 29,92,89999.38
2013-14,25 to 29,93,93194.48
2013-14,25 to 29,94,97106.43
2013-14,25 to 29,95,101687.96
2013-14,25 to 29,96,106764.03
2013-14,25 to 29,97,115066.08
2013-14,25 to 29,98,125820.41
2013-14,25 to 29,99,142475.2
2013-14,25 to 29,100,189918.04
2013-14,30 to 34,1,677.78
2013-14,30 to 34,2,1730.26
2013-14,30 to 34,3,3087.84
2013-14,30 to 34,4,4650.73
2013-14,30 to 34,5,6041.73
2013-14,30 to 34,6,7413.15
2013-14,30 to 34,7,8869.01
2013-14,30 to 34,8,10174.61
2013-14,30 to 34,9,11443.46
2013-14,30 to 34,10,12631.19
2013-14,30 to 34,11,14141.82
2013-14,30 to 34,12,15440.33
2013-14,30 to 34,13,16652.98
2013-14,30 to 34,14,17817.14
2013-14,30 to 34,15,19020.07
2013-14,30 to 34,16,20201.21
2013-14,30 to 34,17,21325.2
2013-14,30 to 34,18,22467.95
2013-14,30 to 34,19,23644.19
2013-14,30 to 34,20,24813.66
2013-14,30 to 34,21,25949.54
2013-14,30 to 34,22,27123.63
2013-14,30 to 34,23,28281.69
2013-14,30 to 34,24,29500.35
2013-14,30 to 34,25,30591.12
2013-14,30 to 34,26,31716.84
2013-14,30 to 34,27,32799.69
2013-14,30 to 34,28,33860.28
2013-14,30 to 34,29,34857.01
2013-14,30 to 34,30,35910.46
2013-14,30 to 34,31,36949.81
2013-14,30 to 34,32,37913.19
2013-14,30 to 34,33,38759.48
2013-14,30 to 34,34,39643.94
2013-14,30 to 34,35,40562.4
2013-14,30 to 34,36,41510.45
2013-14,30 to 34,37,42459.59
2013-14,30 to 34,38,43336.64
2013-14,30 to 34,39,44168.64
2013-14,30 to 34,40,44989.28
2013-14,30 to 34,41,45801.35
2013-14,30 to 34,42,46607.9
2013-14,30 to 34,43,47435.54
2013-14,30 to 34,44,48333.86
2013-14,30 to 34,45,49223.65
2013-14,30 to 34,46,49994.19
2013-14,30 to 34,47,50773.96
2013-14,30 to 34,48,51661.22
2013-14,30 to 34,49,52532.26
2013-14,30 to 34,50,53436.65
2013-14,30 to 34,51,54290.15
2013-14,30 to 34,52,55082.01
2013-14,30 to 34,53,55889.13
2013-14,30 to 34,54,56771.14
2013-14,30 to 34,55,57648.11
2013-14,30 to 34,56,58573.91
2013-14,30 to 34,57,59499.19
2013-14,30 to 34,58,60470.66
2013-14,30 to 34,59,61424.85
2013-14,30 to 34,60,62361.65
2013-14,30 to 34,61,63302.07
2013-14,30 to 34,62,64240.89
2013-14,30 to 34,63,65218.96
2013-14,30 to 34,64,66111.45
2013-14,30 to 34,65,67194.2
2013-14,30 to 34,66,68308.28
2013-14,30 to 34,67,69309.83
2013-14,30 to 34,68,70413.49
2013-14,30 to 34,69,71496.28
2013-14,30 to 34,70,72582.26
2013-14,30 to 34,71,73625.72
2013-14,30 to 34,72,74738.95
2013-14,30 to 34,73,76010.37
2013-14,30 to 34,74,77278.71
2013-14,30 to 34,75,78598
2013-14,30 to 34,76,79965.74
2013-14,30 to 34,77,81342.92
2013-14,30 to 34,78,82707.28
2013-14,30 to 34,79,84126.25
2013-14,30 to 34,80,85732.88
2013-14,30 to 34,81,87229.95
2013-14,30 to 34,82,88928.94
2013-14,30 to 34,83,90622.47
2013-14,30 to 34,84,92392.86
2013-14,30 to 34,85,94368.55
2013-14,30 to 34,86,96561.96
2013-14,30 to 34,87,98970.41
2013-14,30 to 34,88,101550.48
2013-14,30 to 34,89,104422.46
2013-14,30 to 34,90,107342.26
2013-14,30 to 34,91,110789
2013-14,30 to 34,92,114852.3
2013-14,30 to 34,93,119941.79
2013-14,30 to 34,94,125113.02
2013-14,30 to 34,95,131023.86
2013-14,30 to 34,96,138338.03
2013-14,30 to 34,97,146454.33
2013-14,30 to 34,98,159072.83
2013-14,30 to 34,99,179146.72
2013-14,30 to 34,100,256983.94
2013-14,35 to 39,1,622.2
2013-14,35 to 39,2,1876.83
2013-14,35 to 39,3,3464.05
2013-14,35 to 39,4,5001.4
2013-14,35 to 39,5,6471.05
2013-14,35 to 39,6,8112.35
2013-14,35 to 39,7,9742.87
2013-14,35 to 39,8,11294.88
2013-14,35 to 39,9,12632.87
2013-14,35 to 39,10,14046.26
2013-14,35 to 39,11,15421.02
2013-14,35 to 39,12,16701.8
2013-14,35 to 39,13,18010.09
2013-14,35 to 39,14,19254.62
2013-14,35 to 39,15,20516.61
2013-14,35 to 39,16,21609.11
2013-14,35 to 39,17,22831.26
2013-14,35 to 39,18,24038.1
2013-14,35 to 39,19,25178.67
2013-14,35 to 39,20,26407.94
2013-14,35 to 39,21,27679.81
2013-14,35 to 39,22,28943.13
2013-14,35 to 39,23,30049.21
2013-14,35 to 39,24,31251.16
2013-14,35 to 39,25,32366.83
2013-14,35 to 39,26,33412.07
2013-14,35 to 39,27,34483.96
2013-14,35 to 39,28,35598.73
2013-14,35 to 39,29,36593.82
2013-14,35 to 39,30,37546.46
2013-14,35 to 39,31,38502.19
2013-14,35 to 39,32,39438.96
2013-14,35 to 39,33,40379.21
2013-14,35 to 39,34,41262.51
2013-14,35 to 39,35,42165.58
2013-14,35 to 39,36,43084.96
2013-14,35 to 39,37,44087.6
2013-14,35 to 39,38,45007.95
2013-14,35 to 39,39,45919.45
2013-14,35 to 39,40,46845.35
2013-14,35 to 39,41,47725.39
2013-14,35 to 39,42,48682.59
2013-14,35 to 39,43,49668
2013-14,35 to 39,44,50664.72
2013-14,35 to 39,45,51706.53
2013-14,35 to 39,46,52652.79
2013-14,35 to 39,47,53608.44
2013-14,35 to 39,48,54544.14
2013-14,35 to 39,49,55471.28
2013-14,35 to 39,50,56432.21
2013-14,35 to 39,51,57502.91
2013-14,35 to 39,52,58538.04
2013-14,35 to 39,53,59521.64
2013-14,35 to 39,54,60545.19
2013-14,35 to 39,55,61623.28
2013-14,35 to 39,56,62684.96
2013-14,35 to 39,57,63823.04
2013-14,35 to 39,58,64948.08
2013-14,35 to 39,59,66094.86
2013-14,35 to 39,60,67251.36
2013-14,35 to 39,61,68385.3
2013-14,35 to 39,62,69633.41
2013-14,35 to 39,63,70804.45
2013-14,35 to 39,64,72016.29
2013-14,35 to 39,65,73305.81
2013-14,35 to 39,66,74466.2
2013-14,35 to 39,67,75643.01
2013-14,35 to 39,68,76844.3
2013-14,35 to 39,69,78215.9
2013-14,35 to 39,70,79504.93
2013-14,35 to 39,71,80920.27
2013-14,35 to 39,72,82434.09
2013-14,35 to 39,73,83786.2
2013-14,35 to 39,74,85240.26
2013-14,35 to 39,75,86759.64
2013-14,35 to 39,76,88125.44
2013-14,35 to 39,77,89812.37
2013-14,35 to 39,78,91519.19
2013-14,35 to 39,79,93231.81
2013-14,35 to 39,80,94944.23
2013-14,35 to 39,81,96834.28
2013-14,35 to 39,82,98859.66
2013-14,35 to 39,83,101283.33
2013-14,35 to 39,84,103767.26
2013-14,35 to 39,85,106375.55
2013-14,35 to 39,86,109206.46
2013-14,35 to 39,87,112118.26
2013-14,35 to 39,88,115221.22
2013-14,35 to 39,89,118408.19
2013-14,35 to 39,90,122481.76
2013-14,35 to 39,91,126782.87
2013-14,35 to 39,92,131875.18
2013-14,35 to 39,93,137358.2
2013-14,35 to 39,94,143265.86
2013-14,35 to 39,95,150434.07
2013-14,35 to 39,96,159381.48
2013-14,35 to 39,97,172131.23
2013-14,35 to 39,98,189232.43
2013-14,35 to 39,99,216684.83
2013-14,35 to 39,100,371839.5
2013-14,40 to 44,1,684.52
2013-14,40 to 44,2,2175.45
2013-14,40 to 44,3,3826.12
2013-14,40 to 44,4,5374.91
2013-14,40 to 44,5,6983.63
2013-14,40 to 44,6,8773.45
2013-14,40 to 44,7,10458.19
2013-14,40 to 44,8,11994.04
2013-14,40 to 44,9,13436.17
2013-14,40 to 44,10,14895.2
2013-14,40 to 44,11,16276.63
2013-14,40 to 44,12,17713.05
2013-14,40 to 44,13,19010.12
2013-14,40 to 44,14,20175.91
2013-14,40 to 44,15,21368.83
2013-14,40 to 44,16,22530.03
2013-14,40 to 44,17,23725.39
2013-14,40 to 44,18,24867.45
2013-14,40 to 44,19,25982.92
2013-14,40 to 44,20,27055.32
2013-14,40 to 44,21,28170.81
2013-14,40 to 44,22,29377.43
2013-14,40 to 44,23,30586.46
2013-14,40 to 44,24,31659.49
2013-14,40 to 44,25,32547.68
2013-14,40 to 44,26,33491.73
2013-14,40 to 44,27,34477.8
2013-14,40 to 44,28,35382.35
2013-14,40 to 44,29,36271.6
2013-14,40 to 44,30,37226.44
2013-14,40 to 44,31,38255.11
2013-14,40 to 44,32,39242.52
2013-14,40 to 44,33,40210.62
2013-14,40 to 44,34,41062.93
2013-14,40 to 44,35,41950.1
2013-14,40 to 44,36,42786.09
2013-14,40 to 44,37,43700.34
2013-14,40 to 44,38,44616.55
2013-14,40 to 44,39,45487.98
2013-14,40 to 44,40,46492.74
2013-14,40 to 44,41,47480.18
2013-14,40 to 44,42,48404.1
2013-14,40 to 44,43,49384.25
2013-14,40 to 44,44,50322.23
2013-14,40 to 44,45,51198.48
2013-14,40 to 44,46,52115.55
2013-14,40 to 44,47,53132.39
2013-14,40 to 44,48,54030.24
2013-14,40 to 44,49,55002.76
2013-14,40 to 44,50,55971.21
2013-14,40 to 44,51,57054.85
2013-14,40 to 44,52,58123.9
2013-14,40 to 44,53,59266.17
2013-14,40 to 44,54,60383.61
2013-14,40 to 44,55,61615.13
2013-14,40 to 44,56,62725.02
2013-14,40 to 44,57,63781.13
2013-14,40 to 44,58,64884.02
2013-14,40 to 44,59,66131.85
2013-14,40 to 44,60,67394.3
2013-14,40 to 44,61,68548.52
2013-14,40 to 44,62,69814.16
2013-14,40 to 44,63,71033.74
2013-14,40 to 44,64,72227.18
2013-14,40 to 44,65,73495.95
2013-14,40 to 44,66,74722.91
2013-14,40 to 44,67,76075.4
2013-14,40 to 44,68,77431.11
2013-14,40 to 44,69,78782.61
2013-14,40 to 44,70,80210.9
2013-14,40 to 44,71,81626.11
2013-14,40 to 44,72,83143.06
2013-14,40 to 44,73,84622.08
2013-14,40 to 44,74,86032.51
2013-14,40 to 44,75,87514.45
2013-14,40 to 44,76,89246.59
2013-14,40 to 44,77,91163.72
2013-14,40 to 44,78,92914.37
2013-14,40 to 44,79,94764.31
2013-14,40 to 44,80,96766.28
2013-14,40 to 44,81,99024.04
2013-14,40 to 44,82,101405.14
2013-14,40 to 44,83,103775.16
2013-14,40 to 44,84,106459.5
2013-14,40 to 44,85,109408.41
2013-14,40 to 44,86,112565.85
2013-14,40 to 44,87,115887.52
2013-14,40 to 44,88,119396.52
2013-14,40 to 44,89,123375.03
2013-14,40 to 44,90,127638.35
2013-14,40 to 44,91,132334.15
2013-14,40 to 44,92,138017.64
2013-14,40 to 44,93,144757.64
2013-14,40 to 44,94,152444.77
2013-14,40 to 44,95,161202.87
2013-14,40 to 44,96,172010.23
2013-14,40 to 44,97,186617.4
2013-14,40 to 44,98,208793.72
2013-14,40 to 44,99,288468.88
2013-14,40 to 44,100,424327.07
2013-14,45 to 49,1,830.15
2013-14,45 to 49,2,2743.57
2013-14,45 to 49,3,4614.48
2013-14,45 to 49,4,6339.54
2013-14,45 to 49,5,8533.2
2013-14,45 to 49,6,10395.98
2013-14,45 to 49,7,12010.27
2013-14,45 to 49,8,13554.31
2013-14,45 to 49,9,15217.12
2013-14,45 to 49,10,16718.21
2013-14,45 to 49,11,18066.73
2013-14,45 to 49,12,19276.99
2013-14,45 to 49,13,20557.97
2013-14,45 to 49,14,21904.47
2013-14,45 to 49,15,23068.87
2013-14,45 to 49,16,24291.67
2013-14,45 to 49,17,25468.18
2013-14,45 to 49,18,26613.68
2013-14,45 to 49,19,27705.35
2013-14,45 to 49,20,28745.48
2013-14,45 to 49,21,29863.63
2013-14,45 to 49,22,30880.01
2013-14,45 to 49,23,31861.21
2013-14,45 to 49,24,32914.83
2013-14,45 to 49,25,33985.08
2013-14,45 to 49,26,34995.85
2013-14,45 to 49,27,35943.85
2013-14,45 to 49,28,36845.98
2013-14,45 to 49,29,37762.11
2013-14,45 to 49,30,38602.61
2013-14,45 to 49,31,39467.35
2013-14,45 to 49,32,40293.04
2013-14,45 to 49,33,41095.97
2013-14,45 to 49,34,41957.2
2013-14,45 to 49,35,42744.79
2013-14,45 to 49,36,43569.12
2013-14,45 to 49,37,44390.68
2013-14,45 to 49,38,45298.83
2013-14,45 to 49,39,46104.44
2013-14,45 to 49,40,46960.33
2013-14,45 to 49,41,47886.68
2013-14,45 to 49,42,48797.11
2013-14,45 to 49,43,49649.03
2013-14,45 to 49,44,50445.89
2013-14,45 to 49,45,51386.47
2013-14,45 to 49,46,52381.06
2013-14,45 to 49,47,53277.25
2013-14,45 to 49,48,54258.48
2013-14,45 to 49,49,55197.34
2013-14,45 to 49,50,56086.87
2013-14,45 to 49,51,57175.27
2013-14,45 to 49,52,58254.33
2013-14,45 to 49,53,59355.75
2013-14,45 to 49,54,60444.57
2013-14,45 to 49,55,61525.05
2013-14,45 to 49,56,62571.34
2013-14,45 to 49,57,63644.22
2013-14,45 to 49,58,64772.3
2013-14,45 to 49,59,65938.9
2013-14,45 to 49,60,67083.49
2013-14,45 to 49,61,68284.71
2013-14,45 to 49,62,69350.89
2013-14,45 to 49,63,70680.38
2013-14,45 to 49,64,71905.42
2013-14,45 to 49,65,73139.43
2013-14,45 to 49,66,74434.21
2013-14,45 to 49,67,75614.44
2013-14,45 to 49,68,76792.02
2013-14,45 to 49,69,78002.72
2013-14,45 to 49,70,79418.49
2013-14,45 to 49,71,80850.46
2013-14,45 to 49,72,82215.86
2013-14,45 to 49,73,83656.51
2013-14,45 to 49,74,85218.51
2013-14,45 to 49,75,86800.06
2013-14,45 to 49,76,88436.81
2013-14,45 to 49,77,90095.6
2013-14,45 to 49,78,91924.06
2013-14,45 to 49,79,93682.74
2013-14,45 to 49,80,95538.83
2013-14,45 to 49,81,97380.96
2013-14,45 to 49,82,99448.1
2013-14,45 to 49,83,101828.23
2013-14,45 to 49,84,104427.28
2013-14,45 to 49,85,107270.99
2013-14,45 to 49,86,110437.18
2013-14,45 to 49,87,114028.76
2013-14,45 to 49,88,117713.25
2013-14,45 to 49,89,121769.36
2013-14,45 to 49,90,126309.8
2013-14,45 to 49,91,131591.41
2013-14,45 to 49,92,137292.31
2013-14,45 to 49,93,144349.08
2013-14,45 to 49,94,151606.03
2013-14,45 to 49,95,161600.52
2013-14,45 to 49,96,173439.26
2013-14,45 to 49,97,191091.93
2013-14,45 to 49,98,217445.41
2013-14,45 to 49,99,306872.19
2013-14,45 to 49,100,455523.19
2013-14,50 to 54,1,781.89
2013-14,50 to 54,2,2619.87
2013-14,50 to 54,3,4497.33
2013-14,50 to 54,4,6365.93
2013-14,50 to 54,5,8675.55
2013-14,50 to 54,6,10575.94
2013-14,50 to 54,7,12232.56
2013-14,50 to 54,8,13876.43
2013-14,50 to 54,9,15509.83
2013-14,50 to 54,10,16869.21
2013-14,50 to 54,11,18210.9
2013-14,50 to 54,12,19334.66
2013-14,50 to 54,13,20556.94
2013-14,50 to 54,14,21762.35
2013-14,50 to 54,15,22894.87
2013-14,50 to 54,16,24103.41
2013-14,50 to 54,17,25223.53
2013-14,50 to 54,18,26298.26
2013-14,50 to 54,19,27348.15
2013-14,50 to 54,20,28372.4
2013-14,50 to 54,21,29397.01
2013-14,50 to 54,22,30549.68
2013-14,50 to 54,23,31672.14
2013-14,50 to 54,24,32712.54
2013-14,50 to 54,25,33712.66
2013-14,50 to 54,26,34657.95
2013-14,50 to 54,27,35452.48
2013-14,50 to 54,28,36294.08
2013-14,50 to 54,29,37122.97
2013-14,50 to 54,30,38033.53
2013-14,50 to 54,31,38959.27
2013-14,50 to 54,32,39723.38
2013-14,50 to 54,33,40511.29
2013-14,50 to 54,34,41303.41
2013-14,50 to 54,35,42188.74
2013-14,50 to 54,36,42973.34
2013-14,50 to 54,37,43857.18
2013-14,50 to 54,38,44630.39
2013-14,50 to 54,39,45518.23
2013-14,50 to 54,40,46341.82
2013-14,50 to 54,41,47086.73
2013-14,50 to 54,42,47873.7
2013-14,50 to 54,43,48677.17
2013-14,50 to 54,44,49512.82
2013-14,50 to 54,45,50374.87
2013-14,50 to 54,46,51351.09
2013-14,50 to 54,47,52259.98
2013-14,50 to 54,48,53156.65
2013-14,50 to 54,49,54035.12
2013-14,50 to 54,50,54915.02
2013-14,50 to 54,51,55853.41
2013-14,50 to 54,52,56904.19
2013-14,50 to 54,53,57874.49
2013-14,50 to 54,54,58814.11
2013-14,50 to 54,55,59778.64
2013-14,50 to 54,56,60744.2
